Jak często należy stosować A-cerumen w celu regularnej higieny uszu?;bez kontekstu
Jak Arlene reaguje na widok tajemniczej postaci w rzepaku?;kontekst
"Jakie są główne konflikty w dziele ""Faust""?";bez kontekstu
Jakie są główne zastrzeżenia autora artykułu wobec teorii Platona?;kontekst
W jakich firmach pracował Aleksander Janiszewski po zakończeniu kadencji w PKP?;kontekst
Jakie działania podjął Ernest Wejher na rzecz rozwoju regionu?;kontekst
W jakim regionie Polski Andrzej Kozłowski rozpoczął swoją działalność artystyczną?;kontekst
Gdzie profesor Gąsiorowski studiował medycynę?;bez kontekstu
Jakie elementy krajobrazu dominują w Małych Rudach?;bez kontekstu
Jak Bułhakow przedstawia świat totalitarnej władzy w Rosji w kontekście 'Mistrza i Małgorzaty'?;kontekst
Jakie są konsekwencje braku skierowania dziecka do okulisty w trybie pilnym (CITO) w Polsce?;bez kontekstu
Co to jest ciśnienie hydrostatyczne i dlaczego jest ważne dla nurków?;bez kontekstu
Jakie znaczenie ma dorobek naukowy Igora Podolaka dla polskiej i światowej informatyki?;bez kontekstu
Jakie nadchodzące wydarzenie jest wzmiankowane w tekście?;kontekst
Czy pogląd o braku konieczności leczenia próchnicy zębów mlecznych jest zgodny ze stanowiskiem środowiska lekarskiego?;bez kontekstu
Co było kluczowym momentem meczu?;kontekst
Jakie są główne różnice w podejściu Republikanów i Demokratów do kwestii aborcji w USA?;bez kontekstu
Jakie są główne składniki Zatoxin katar i alergia?;kontekst
Jak wyglądało życie prywatne Krzysztofa Zielskiego i czy miał potomstwo?;kontekst
Co zrobić, jeśli nasilone wypadanie włosów utrzymuje się dłużej niż 2 tygodnie?;bez kontekstu
Jakie są najbliższe wykłady i kto je prowadzi?;kontekst
Gdzie urodził się biskup Marek Solarczyk?;bez kontekstu
Jakie były osiągnięcia Franciszka Kapla w biznesie?;kontekst
Czy wszystkie te produkty mają takie same właściwości i zalecenia dotyczące dawkowania?;kontekst
Gdzie urodził się Michał Ambroży Kochanowski i jakie były jego początki edukacji?;bez kontekstu
Kiedy zmarła Krystyna Jolanta Sotowska-Brochocka?;bez kontekstu
Jakie były wpływy twórczości Józefa Kurylaka na literaturę?;bez kontekstu
Co znajdują bohaterowie za kilkoma tajemniczymi wzgórzami na wyspie?;kontekst
W jakich dyscyplinach sportowych Jadwiga Głacewska-Walasek odnosiła sukcesy?;bez kontekstu
Jak wygląda struktura i organizacja rozgrywek klasy A obecnie?;kontekst
Jakie były główne tereny działalności Dzigosika na terenie Polski?;kontekst
Kim był Adam Macura i jakie były jego osiągnięcia naukowe i dydaktyczne?;kontekst
Jakie miasto we Francji jest symbolem zderzenia praw człowieka z wrogością systemu w kontekście migracji?;bez kontekstu
Jakie odznaczenia otrzymał Adam Tomasz Przerębski i co one symbolizowały?;bez kontekstu
W jakim roku Janusz Gromek został wybrany na senatora X kadencji?;bez kontekstu
Jakie walory rekreacyjne oferuje Jezioro Długie?;bez kontekstu
Jak Leibniz rozumiał pojęcie jedności wszechświata?;bez kontekstu
Jakie działania podjęto w 2013 roku w odpowiedzi na panikę moralną wokół pedofilii wśród duchownych?;bez kontekstu
Jakie są kluczowe kompetencje w IT i jakie role pełnią w organizacji?;bez kontekstu
Jakie formacje skalne można znaleźć w Dębowych Skałkach?;bez kontekstu
"Jak oceniasz znaczenie filmu ""Kundle"" dla polskiej kinematografii?";bez kontekstu
Jakie uczucia towarzyszą głównemu bohaterowi podczas dryfowania przez ocean krwi?;kontekst
Jakie znaczenie ma tytuł wiersza 'Sprzedajmy nasze miasto'?;kontekst
Kiedy Jeremi Przybora po raz drugi się ożenił i z kim?;kontekst
Jakie odznaczenia otrzymał major Rodziewicz za swoją służbę?;bez kontekstu
Jakie trzy lektury dominują w arkuszach maturalnych z języka polskiego?;bez kontekstu
Jakie są konsekwencje niepanowania nad swoją agresją?;bez kontekstu
Kto jest głównym antagonistą w Harrym Potterze i Kamieniu Filozoficznym?;bez kontekstu
Jakie problemy z mapowaniem tekstur autor dyskutuje w swoim tekście?;kontekst
Co oznacza frazeologizm 'taki łur, że ho ho!' w kontekście gotowania strun w wodzie z solą?;bez kontekstu
Co powiedział Krzysztof Bukiel, przewodniczący OZZL, na temat protestów?;kontekst
Jak długa jest historia Białoborza?;kontekst
Z kim Maria Kościelska współpracowała naukowo?;bez kontekstu
Jakie są innowacyjne rozwiązania, które mają zostać wprowadzone w ramach opieki koordynowanej?;bez kontekstu
Kim była żona Mirosława Azembskiego i jakie były jej zawodowe związki z dziennikarstwem?;kontekst
Gdzie można obecnie znaleźć kolekcje fotografii Krzysztofa Kamińskiego?;kontekst
Jakie elementy najczęściej definiują lojalność według R. Rosmusa?;bez kontekstu
Dla kogo jest odpowiedni ten tekst?;kontekst
W jakiej konkurencji lekkoatletycznej Iwona Pakuła-Kołodziejak odnosiła największe sukcesy?;bez kontekstu
Jakie dzieło Giedroycia z 1927 roku opisuje dzieje medycyny wojskowej w Polsce?;bez kontekstu
Kiedy powstała bóżnica drewniana w Przedborzu?;bez kontekstu
Jakie były początki służby wojskowej Kopernickiego?;kontekst
Podsumowując, jakie jest znaczenie oznaczenia kwasu α-aminolewulinowego [M24h] w diagnostyce ostrych napadów porfirii?;bez kontekstu
"Jakie są główne sekcje wirtualnej wystawy poświęconej ""Weselu"" Stanisława Wyspiańskiego?";kontekst
Jakie są główne wpływy na kuchnię australijską?;bez kontekstu
Jakie są zalecenia dla osób chcących usunąć brodawki?;bez kontekstu
Jakie reakcje nadwrażliwości mogą wystąpić po podaniu preparatu Haemate P?;bez kontekstu
Jakie działania mogą pomóc w utrzymaniu równowagi między dążeniem do sukcesu a osobistym rozwojem?;bez kontekstu
Co to jest zdrowe starzenie się (healthy ageing)?;bez kontekstu
Jaką pracę doktorską napisała Anna Zamojska-Dzienio?;bez kontekstu
Jakie podejście do reformy systemu zdrowia proponuje Minister Szumowski?;bez kontekstu
Jakie zalecenia dotyczące wydajności komputera zostały podane podczas dyskusji?;kontekst
Jakie były losy Aleksandra Dymczaka po kryzysie przysięgowym?;bez kontekstu
Jakie były główne inicjatywy, w których uczestniczył Józef Lubacz na rzecz rozwoju nauki i szkolnictwa wyższego w Polsce?;bez kontekstu
Jakie były główne zasługi Franciszka Rychłowskiego w dziedzinie kaznodziejstwa?;bez kontekstu
Kim jest profesor Maria Siemionow i nad czym pracuje?;bez kontekstu
Jakie były początki kariery Krzysztofa Bartnickiego?;kontekst
Jakie cechy klimatyczne charakteryzują Dolinę Białego Potoku?;bez kontekstu
Jakie były ostatnie lata istnienia Jagiellonki Nieszawa i przyczyny jej rozwiązania?;kontekst
Jakie wyzwania stoją przed polskim sektorem ochrony zdrowia według raportu Indeks Sprawności Ochrony Zdrowia 2016?;kontekst
Jakie studia ukończyła Aleksandra Natalli-Świat?;bez kontekstu
Jakie są najczęstsze postacie pierścienia naczyniowego u niemowląt?;bez kontekstu
Jakie były największe osiągnięcia Adama Tadeusza Borchardta w indywidualnych mistrzostwach Polski?;kontekst
Jak Hanna Krall przedstawia postać Marka Edelmana w książce?;kontekst
Jakie są pasje Iwony Wichy poza sportem?;kontekst
"Kim są główni bohaterowie filmu ""Miasto prywatne""?";bez kontekstu
Jakie wykształcenie zdobył Ignacy Baliński?;bez kontekstu
Kto przewodniczył mszy świętej podczas pogrzebu Jana Pawła II?;kontekst
Jakie tematy są poruszane w artykule dotyczącym aktualnych wydarzeń politycznych i społecznych w Polsce?;kontekst
Jakie dwa podejścia do rozumienia kapitału ludzkiego są wymienione w artykule?;kontekst
W którym roku Harasiewicz zwyciężył w V Międzynarodowym Konkursie Pianistycznym im. Fryderyka Chopina w Warszawie?;bez kontekstu
Z jakiego regionu Polski pochodził Jakub Leopold Weiss i jakie miał wykształcenie?;bez kontekstu
Jakie problemy napotkała miłośniczka farbowania chust po zakupie chusty na portalu eBay.de?;kontekst
Jakie są perspektywy rozwoju Tresiby w przyszłych strategiach leczenia cukrzycy?;bez kontekstu
Jakie są charakterystyczne cechy architektoniczne Kanonii Fundi Godziemba?;bez kontekstu
Dlaczego narrator czuje się gorszy od Magdy?;kontekst
W jaki sposób kwas DHA zawarty w preparacie MultiOmega wspiera rozwój układu nerwowego u dzieci?;bez kontekstu
Jakie zasady rachunkowości zostały uwzględnione w kryteriach oceny raportów niefinansowych?;kontekst
Czy zaleca się konsultację z lekarzem przed rozpoczęciem stosowania Beauty Expert hialusystem?;bez kontekstu
Jakie funkcje pełniła Cerkiew św. Dymitra z Tesaloniki oprócz funkcji religijnych?;bez kontekstu
Jakie jest ostateczne rozwiązanie problemu Annabelle?;kontekst
Jakie są plany Republiki wobec nadchodzącej bitwy?;kontekst
Dlaczego specjalistyczne urządzenia do ogrzewania krwi są bezpieczniejsze niż metody stosowane w warunkach domowych lub awaryjnych?;bez kontekstu
Jakie są główne cele tych ćwiczeń?;kontekst
Jakie były główne zagadnienia pracy doktorskiej Dariusza Króla?;bez kontekstu
Jakie znane orkiestry i dyrygentów współpracowały z Bożeną Harasimowicz?;bez kontekstu
W jaki sposób Edmund Kokot został aresztowany i jakie były okoliczności jego śmierci?;bez kontekstu
Jakie są według autora konsekwencje nieakceptowania wad drugiej osoby w związku?;kontekst
Kto stworzył pierwszy alfabet i jakie były jego cechy charakterystyczne?;bez kontekstu
Jakie znaczenie ma wiersz dla twórczości Czesława Miłosza?;kontekst
Jakie są przyczyny toksokarozy ocznej?;bez kontekstu
Czy możesz podać przykład nieodpowiedniego wykorzystania MGs w grze?;bez kontekstu
Jakie były losy Grzegorza Leopolda Seidlera podczas II wojny światowej?;bez kontekstu
Kiedy powstał film 'Bohaterowie Sybiru' i kto był jego inicjatorem?;bez kontekstu
Kiedy i gdzie został podpisany Traktat o Fuzji?;bez kontekstu
Jak kontynuowana jest tradycja Arkadego Fiedlera?;kontekst
W którym roku Krzysztof Bogusław Bielawski obronił pracę doktorską i pod kierunkiem kogo?;bez kontekstu
W jakich jednostkach wojskowych pełnił służbę generał Przekwas?;kontekst
Jakie codzienne czynności są wymienione w artykule jako przykłady prawdziwej rzeczywistości?;kontekst
Czy można użyć bulionu w kostkach zamiast oryginalnego Fish Sauce do doprawienia zupy?;bez kontekstu
Jakie podróże odbył ksiądz Cegiełka w celu pogłębienia znajomości religii azjatyckich?;kontekst
Jakie są relacje między Fumą a innymi pokojówkami?;kontekst
Jakie zagrożenia wynikające z rozwoju techniki i wzrostu gospodarczego wskazywał Jürgen Habermas?;bez kontekstu
Jak Wacław Potocki krytykował sytuację polityczną Polski w swojej twórczości?;bez kontekstu
Jakie są przykłady kampanii reklamowych z udziałem znanych starszych osób w Polsce?;bez kontekstu
Jakie były główne ośrodki przedaryjskiej cywilizacji miejskiej w dolinie Indus?;bez kontekstu
W jakiej partii politycznej Grzegorz Cezary Lipiec był aktywny?;bez kontekstu
Jakie były zadania Gromadzkiej Rady Narodowej w Manowie?;bez kontekstu
Kto był głównym architektem odpowiedzialnym za projekt kościoła Niepokalanego Serca Najświętszej Maryi Panny w Ruptawie?;kontekst
Jakie zalety i wady kupowania używanego sprzętu komputerowego zostały omówione w dyskusji?;kontekst
Jakie funkcje pełnił w diecezji i jakie były jego inicjatywy duszpasterskie?;kontekst
Jakie były sukcesy Riedla w dziedzinie handlu?;kontekst
Jak TWIN2005 ocenia krytykę innych użytkowników wobec jego postawy?;kontekst
Kiedy i gdzie odbyła się ceremonia otwarcia Mistrzostw Europy w Koszykówce Kobiet 2011?;bez kontekstu
Jakie style architektoniczne reprezentuje Kościół Świętych Apostołów Piotra i Pawła w Lidzbarku Warmińskim?;bez kontekstu
Co to była za gmina Demeń i w jakim okresie funkcjonowała?;bez kontekstu
Jakie sukcesy sportowe odniósł Jan Grankowski na początku swojej kariery?;bez kontekstu
Jakie znaczenie ma frazeologizm 'w imieniu' w kontekście zeznania Bronisza z P.?;kontekst
Jaki był cel wojny polsko-bolszewickiej?;bez kontekstu
Kiedy przeszła na emeryturę Krystyna Piestrak-Rysiakiewicz i jakie było jej dziedzictwo?;bez kontekstu
Kiedy Filip Wielkiewicz zadebiutował w seniorskiej reprezentacji Polski?;bez kontekstu
Czy autor podejrzewa, że przyczyną problemu z klawiaturą może być dotykanie touchpada przez jego łokieć podczas pisania?;kontekst
Jakie dziedzictwo pozostawił po sobie Andrzej Richling?;bez kontekstu
Kiedy Wilhelm Cotta pojawił się w Szczecinie i gdzie prowadził swoją firmę handlującą winem?;bez kontekstu
Gdzie Siemiatycki rozpoczął swoją przygodę z literaturą i jakie były jego pierwsze publikacje?;bez kontekstu
Jakie są możliwości odzysku ciepła ze ścieków w praktyce?;bez kontekstu
Jakie zmiany wprowadził jako burmistrz Krościenka?;kontekst
Jakie są główne czynniki ryzyka w domenie skomplikowanych systemów?;bez kontekstu
Jakie jednostki brały udział w formowaniu batalionu?;kontekst
Jakie są opinie uczestników dyskusji na temat sukcesu organizacyjnego koncertu?;kontekst
Czy te leki powinny być stosowane długotrwale?;kontekst
W jakich miastach występował Józef Kasprowicz?;kontekst
Jakie były największe osiągnięcia Armagedon w ich karierze?;kontekst
Jakie były jego patriotyczne korzenie i wykształcenie?;kontekst
Jakie wyzwania stoją przed Volkswagen Poznań w kontekście przygotowania fabryki i pracowników do wznowienia produkcji?;kontekst
Jaką rolę odegrał Radzimiński w procesie demonopolizacji telefonii w Polsce?;kontekst
Jakie były główne cechy działalności religijnej Aleksandra Słuszki?;bez kontekstu
Jakie są plany Wesleya i Chrisa wobec Charlotte?;kontekst
Jakie zarzuty stawia Maria Dzięcielska wobec świadczeniodawców?;kontekst
Jakie osiągnięcia naukowe przypisuje się Kusiowi w dziedzinie laryngologii?;kontekst
Czy Marek Jarosław Ratuszniak kandydował do Parlamentu Europejskiego?;kontekst
Jakie były ostatnie lata życia Andrzeja Chciuka?;bez kontekstu
Dlaczego aparat LORDa niespodziewanie włączył się po dwóch dniach?;kontekst
Jakie ogólne problemy w kraju wskazuje autor jako przyczyny swojego niezadowolenia?;kontekst
Z kim Aniela Ostaszewska wyszła za mąż?;kontekst
W jaki sposób wirus Ebola wywołuje gorączkę krwotoczną?;bez kontekstu
Jakie ironiczne określenia dotyczące wizerunków Chopina w filmach biograficznych wymienia Iwona Sowińska?;bez kontekstu
Czy istnieją przykłady, w których konkretne karty nie przyniosły oczekiwanego kontaktu? Jak to ilustruje interpretację kart tarota?;bez kontekstu
Co oznacza frazeologizm 'dojna krowa' w kontekście przejęć banków przez zagranicznych właścicieli?;bez kontekstu
Jakie rozwiązanie zostało zaproponowane w przypadku problemów z wydajnością kart graficznych?;kontekst
W jakich krajach koncertował zespół Farben Lehre?;bez kontekstu
Jakie szczególne doświadczenia wpłynęły na dalszą karierę Adama Majewskiego?;bez kontekstu
Jakie są plany Rose po powrocie do miasteczka?;kontekst
Jakie są potencjalne korzyści stosowania probiotyków w kontekście zapobiegania biegunce poantybiotykowej?;bez kontekstu
Jakie formy nacieków jaskiniowych można znaleźć w Jaskini Jeleniowskiej?;bez kontekstu
Jakie stopnie naukowe uzyskał Henryk Chałupczak w trakcie swojej kariery naukowej?;bez kontekstu
Dlaczego nie ma precyzyjnych wytycznych dotyczących badania kontrolnego moczu po leczeniu niepowikłanego ZUM?;bez kontekstu
Jakie działania projektowe zostały opisane w artykule Renaty Czaplikowskiej dotyczącym Nauczycielskiego Kolegium Języków Obcych w Sosnowcu?;kontekst
Jakie przygody przeżywają Phileas Fogg i jego służący Jan?;kontekst
Jakie są konsekwencje, jeśli Elizabeth nie wykona tego zadania?;kontekst
Jakie są konsekwencje dotknięcia skóry wokół pępka azotanem srebra?;bez kontekstu
Kto był głównym donatorem klubu Granica?;bez kontekstu
Opowiedz o historii klubu Czarni 1947 Dąbrowa i jego wpływie na rozwój sportu w regionie.;bez kontekstu
Kto jako pierwsza omówiła zagadnienie fizjonomiki w literaturze polskiej XIX wieku?;bez kontekstu
Jakie były najważniejsze osiągnięcia naukowe Jerzego Adama Kazimierza Józefa Jankowskiego?;bez kontekstu
Dlaczego Czerwonka Wielka została ustanowiona użytkiem ekologicznym?;bez kontekstu
Czy mieszkańcy podejmowali jakieś działania w sprawie tego domu?;kontekst
Z jakim wydziałem jest związana Alicja Jaskiernia i jakie są jej zainteresowania naukowe?;kontekst
Jakie są główne inspiracje literackie dla tej książki?;kontekst
Czy w Dzikich Turniach znajdują się jakieś jaskinie?;bez kontekstu
Jakie inne sektory wspomniane są w powieści?;kontekst
Jakie były trudne lata dla klubu?;kontekst
Co zrobić, gdy kocię nie dokończy posiłku i wróci do jedzenia po jakimś czasie?;bez kontekstu
Jakie są powikłania gruczolaka wątroby?;bez kontekstu
Ile publikacji naukowych jest autorstwa Kazimierza Głowniaka?;bez kontekstu
Jak wyglądała powojenna działalność edukacyjna Ireny Łukomskiej?;bez kontekstu
Jaki styl architektoniczny dominuje w obecnym wyglądzie kościoła?;kontekst
"Co oznacza frazeologizm ""na żywca"" w kontekście tego spotkania?";kontekst
Jak opisuje się nagłe, intensywne uczucie miłości?;bez kontekstu
Jakie są możliwe scenariusze zmian klimatycznych w przyszłości?;bez kontekstu
Jakie dziedzictwo pozostawiła po sobie Krystyna Łubieńska-Bogusławska?;bez kontekstu
Dlaczego Polski Związek Piłki Nożnej (PZPN) podjął decyzję o rozwiązaniu wcześniejszego zarządu WOZPN w październiku 1924 roku?;bez kontekstu
Jak narrator opisuje swoje życie w ostatnim czasie?;kontekst
Jakie elementy dziedzictwa kulturowego Bieńkowic zostały zachowane po włączeniu do Wrocławia?;bez kontekstu
Jakie są współczesne interpretacje patriotyzmu w polskim społeczeństwie?;bez kontekstu
Dlaczego Supergirl nadal jest dzieckiem po pokonaniu Czarnych Latarni?;kontekst
Czy istnieją jakieś ograniczenia czasowe dotyczące wydania decyzji w przedmiocie zwrotu nienależnie pobranych świadczeń?;kontekst
Która firma produkuje chusteczki HiPP Babysanft Chusteczki natural aqua?;bez kontekstu
Jak często występują epidemie różyczki?;bez kontekstu
Kim jest główny bohater w książce 'Arystokrata 24'?;kontekst
W którym roku Franciszek Stach zakończył karierę żużlową?;bez kontekstu
Jakie są znaki rozpoznawcze stylu tanecznego Macieja Kuchty?;kontekst
W jaki sposób ruchy mimowolne wpływają na zdrowie psychiczne pacjentów?;bez kontekstu
Gdzie Aleksander Jan Sałacki po raz pierwszy chwycił za broń?;kontekst
Kiedy i gdzie zmarł Bolesław Antoni Polak?;bez kontekstu
Kto wydał rozkaz utworzenia Frontu Południowego w 1939 roku?;bez kontekstu
